Deg <3 Points,Deg 1 Points,All Points
"[(239.8007812499999, 80.7949192431123), (521.80078125, 354.0), (487.19140625, 166.609375), (202.34765625, 270.03125), (282.53515625, 130.421875), (415.34765625, 472.09375)]","[(239.8007812499999, 80.7949192431123)]","[(539.80078125, 254.0), (439.80078125, 427.2050807568877), (239.80078125000006, 427.2050807568878), (139.80078125, 254.0), (239.8007812499999, 80.7949192431123), (439.80078125, 80.7949192431123), (56.22265625, 330.65625), (237.06640625, 213.609375), (521.80078125, 354.0), (299.25390625, 268.9375), (184.86328125, 355.3125), (258.76171875, 299.8046875), (487.19140625, 166.609375), (422.14453125, 553.421875), (202.34765625, 270.03125), (282.53515625, 130.421875), (415.34765625, 472.09375)]"
"[(613.822265625, 371.0), (413.822265625, 571.0), (240.61718486811225, 471.0), (313.8222656249999, 197.7949192431123), (587.0273463818877, 270.9999999999999), (287.822265625, 337.2421875), (231.673828125, 316.078125), (564.861328125, 183.015625), (372.876953125, 465.34375), (584.666015625, 544.96875), (448.861328125, 185.984375), (160.564453125, 439.0), (587.822265625, 436.578125)]",[],"[(613.822265625, 371.0), (587.0273463818878, 471.0), (513.822265625, 544.2050807568877), (413.822265625, 571.0), (313.82226562500006, 544.2050807568878), (240.61718486811225, 471.0), (213.822265625, 371.0), (240.61718486811225, 271.00000000000006), (313.8222656249999, 197.7949192431123), (413.82226562499994, 171.0), (513.822265625, 197.7949192431123), (587.0273463818877, 270.9999999999999), (316.822265625, 60.0), (466.673828125, 102.9765625), (334.791015625, 382.734375), (502.400390625, 298.359375), (557.244140625, 319.421875), (505.822265625, 439.9921875), (552.525390625, 445.21875), (684.431640625, 557.921875), (155.822265625, 515.390625), (186.337890625, 310.578125), (287.822265625, 337.2421875), (231.673828125, 316.078125), (52.001953125, 463.765625), (634.572265625, 169.4375), (564.861328125, 183.015625), (440.728515625, 511.03125), (372.876953125, 465.34375), (639.791015625, 423.0625), (588.728515625, 409.0), (584.666015625, 544.96875), (448.861328125, 185.984375), (160.564453125, 439.0), (587.822265625, 436.578125)]"
"[(109.06249999999989, 110.7949192431123), (112.0625, 550.0), (356.546875, 324.578125)]",[],"[(409.0625, 284.0), (109.06250000000006, 457.2050807568878), (109.06249999999989, 110.7949192431123), (235.0625, 100.0), (241.0625, 239.09375), (100.0, 328.1875), (112.0625, 550.0), (399.265625, 389.484375), (356.546875, 324.578125)]"
"[(370.0000000000001, 255.88457268119896), (100.00000000000017, 411.7691453623979), (100.0, 100.0)]","[(370.0000000000001, 255.88457268119896), (100.00000000000017, 411.7691453623979), (100.0, 100.0)]","[(370.0000000000001, 255.88457268119896), (100.00000000000017, 411.7691453623979), (100.0, 100.0)]"
"[(392.400390625, 205.88457268119896), (122.40039062500006, 361.7691453623979), (122.40039062499989, 50.0), (347.259765625, 94.50176018119896)]","[(392.400390625, 205.88457268119896), (122.40039062500006, 361.7691453623979), (122.40039062499989, 50.0)]","[(392.400390625, 205.88457268119896), (122.40039062500006, 361.7691453623979), (122.40039062499989, 50.0), (347.259765625, 94.50176018119896)]"
"[(659.875, 364.0234375), (363.625, 100.0), (398.609375, 619.4921875), (515.9296875, 316.5546875), (308.484375, 430.0703125)]",[],"[(533.03125, 361.4921875), (472.7896182973974, 486.5852246948848), (337.4279005669897, 517.4806534490917), (228.87623113561293, 430.9135857588093), (228.87623113561293, 292.0707892411907), (337.4279005669897, 205.5037215509082), (472.7896182973973, 236.3991503051152), (395.421875, 352.7421875), (341.9783492068391, 590.5804053270432), (471.125, 355.4921875), (538.578125, 278.1328125), (490.484375, 292.0390625), (659.875, 364.0234375), (159.03125, 376.9140625), (290.546875, 369.6796875), (264.2109375, 231.5625), (100.0, 275.6171875), (136.375, 152.8828125), (363.625, 100.0), (479.03125, 589.4921875), (398.609375, 619.4921875), (515.9296875, 316.5546875), (308.484375, 430.0703125)]"
"[(363.625, 100.0), (515.9296875, 316.5546875), (308.484375, 430.0703125), (636.4140625, 606.0625)]",[],"[(533.03125, 361.4921875), (472.7896182973974, 486.5852246948848), (337.4279005669897, 517.4806534490917), (228.87623113561293, 430.9135857588093), (228.87623113561293, 292.0707892411907), (337.4279005669897, 205.5037215509082), (472.7896182973973, 236.3991503051152), (395.421875, 352.7421875), (341.9783492068391, 590.5804053270432), (471.125, 355.4921875), (538.578125, 278.1328125), (490.484375, 292.0390625), (659.875, 364.0234375), (159.03125, 376.9140625), (290.546875, 369.6796875), (264.2109375, 231.5625), (100.0, 275.6171875), (136.375, 152.8828125), (363.625, 100.0), (479.03125, 589.4921875), (398.609375, 619.4921875), (515.9296875, 316.5546875), (308.484375, 430.0703125), (636.4140625, 606.0625)]"
"[(130.8203125, 96.6982421875), (198.6640625, 354.2451171875)]",[],"[(403.7265625, 254.6669921875), (163.7265625, 393.2310567930102), (163.72656249999994, 116.10292758198983), (243.6796875, 220.5419921875), (402.5820267979658, 342.4253355345839), (267.2734375, 148.3076171875), (96.328125, 90.1044921875), (263.390625, 395.7763671875), (130.8203125, 96.6982421875), (198.6640625, 354.2451171875)]"
"[(659.875, 364.0234375), (363.625, 100.0), (398.609375, 619.4921875), (515.9296875, 316.5546875), (308.484375, 430.0703125)]",[],"[(533.03125, 361.4921875), (472.7896182973974, 486.5852246948848), (337.4279005669897, 517.4806534490917), (228.87623113561293, 430.9135857588093), (228.87623113561293, 292.0707892411907), (337.4279005669897, 205.5037215509082), (472.7896182973973, 236.3991503051152), (395.421875, 352.7421875), (341.9783492068391, 590.5804053270432), (471.125, 355.4921875), (538.578125, 278.1328125), (490.484375, 292.0390625), (659.875, 364.0234375), (159.03125, 376.9140625), (290.546875, 369.6796875), (264.2109375, 231.5625), (100.0, 275.6171875), (136.375, 152.8828125), (363.625, 100.0), (479.03125, 589.4921875), (398.609375, 619.4921875), (515.9296875, 316.5546875), (308.484375, 430.0703125)]"
"[(151.9375, 277.8860254312131), (58.546875, 211.4641504312131), (287.671875, 258.1829004312131), (280.375, 127.85477543121311)]",[],"[(341.0, 188.7922754312131), (101.0, 327.35634003672334), (100.99999999999994, 50.228210825702945), (237.3359375, 163.9016504312131), (151.9375, 277.8860254312131), (58.546875, 211.4641504312131), (287.671875, 258.1829004312131), (280.375, 127.85477543121311)]"
"[(386.6669921875, 236.5458984375), (146.66699218749994, 97.98183383198983), (258.2373046875, 481.7177734375), (429.6513671875, 80.2802734375), (133.7294921875, 318.1240234375)]",[],"[(386.6669921875, 236.5458984375), (146.6669921875, 375.1099630430102), (146.66699218749994, 97.98183383198983), (258.2373046875, 481.7177734375), (429.6513671875, 80.2802734375), (23.7373046875, 291.1162109375), (133.7294921875, 318.1240234375)]"
"[(240.00000000000006, 139.0), (5.684341886080802e-14, 277.5640646055102), (0.0, 0.43593539448983165), (228.14062500000006, 62.140625)]","[(240.00000000000006, 139.0), (5.684341886080802e-14, 277.5640646055102), (0.0, 0.43593539448983165)]","[(240.00000000000006, 139.0), (5.684341886080802e-14, 277.5640646055102), (0.0, 0.43593539448983165), (228.14062500000006, 62.140625)]"
"[(240.00000000000006, 219.53125), (5.684341886080802e-14, 358.0953146055102), (0.0, 80.96718539448983), (250.20312500000006, 128.875)]","[(240.00000000000006, 219.53125), (5.684341886080802e-14, 358.0953146055102), (0.0, 80.96718539448983)]","[(240.00000000000006, 219.53125), (5.684341886080802e-14, 358.0953146055102), (0.0, 80.96718539448983), (250.20312500000006, 128.875)]"
"[(240.00000000000006, 202.84765625), (5.684341886080802e-14, 341.4117208555102), (0.0, 64.28359164448983), (270.58593750000006, 144.32421875)]","[(240.00000000000006, 202.84765625), (5.684341886080802e-14, 341.4117208555102), (0.0, 64.28359164448983)]","[(240.00000000000006, 202.84765625), (5.684341886080802e-14, 341.4117208555102), (0.0, 64.28359164448983), (270.58593750000006, 144.32421875)]"
"[(294.400390625, 143.8097816610184), (54.400390625, 282.37384626652863), (54.40039062499994, 5.245717055508237), (7.822265625, 137.6457191610184)]","[(294.400390625, 143.8097816610184), (54.400390625, 282.37384626652863), (54.40039062499994, 5.245717055508237)]","[(294.400390625, 143.8097816610184), (54.400390625, 282.37384626652863), (54.40039062499994, 5.245717055508237), (7.822265625, 137.6457191610184)]"
"[(292.2645129418352, 144.19281062326536), (52.26451294183522, 282.7568752287756), (52.264512941835164, 5.628746017755191), (65.26451294183522, 72.19281062326536)]","[(292.2645129418352, 144.19281062326536), (52.26451294183522, 282.7568752287756)]","[(292.2645129418352, 144.19281062326536), (52.26451294183522, 282.7568752287756), (52.264512941835164, 5.628746017755191), (65.26451294183522, 72.19281062326536)]"
"[(285.06653389512775, 148.0), (45.06653389512775, 286.5640646055102), (45.06653389512769, 9.435935394489832), (87.37096124984146, 90.47431069196602)]","[(285.06653389512775, 148.0), (45.06653389512775, 286.5640646055102)]","[(285.06653389512775, 148.0), (45.06653389512775, 286.5640646055102), (45.06653389512769, 9.435935394489832), (87.37096124984146, 90.47431069196602)]"
"[(245.00000000000006, 143.56406460551017), (5.000000000000057, 282.1281292110204), (5.0, 5.0), (100.75000000000006, 51.33750210551017)]","[(245.00000000000006, 143.56406460551017), (5.000000000000057, 282.1281292110204), (5.0, 5.0)]","[(245.00000000000006, 143.56406460551017), (5.000000000000057, 282.1281292110204), (5.0, 5.0), (100.75000000000006, 51.33750210551017)]"
"[(347.6689453125, 143.56406460551017), (107.6689453125, 282.1281292110204), (107.66894531249994, 5.0), (208.7314453125, 280.24375210551017)]","[(347.6689453125, 143.56406460551017), (107.6689453125, 282.1281292110204), (107.66894531249994, 5.0)]","[(347.6689453125, 143.56406460551017), (107.6689453125, 282.1281292110204), (107.66894531249994, 5.0), (208.7314453125, 280.24375210551017)]"
"[(396.51953125, 143.56406460551017), (156.51953125, 282.1281292110204), (156.51953124999994, 5.0), (234.42578125, 287.56406460551017)]","[(396.51953125, 143.56406460551017), (156.51953125, 282.1281292110204), (156.51953124999994, 5.0)]","[(396.51953125, 143.56406460551017), (156.51953125, 282.1281292110204), (156.51953124999994, 5.0), (234.42578125, 287.56406460551017)]"
"[(511.982421875, 181.9345703125), (271.982421875, 320.4986349180102), (271.98242187499994, 43.37050570698983), (320.435546875, 471.3720703125)]","[(511.982421875, 181.9345703125), (271.982421875, 320.4986349180102), (271.98242187499994, 43.37050570698983)]","[(511.982421875, 181.9345703125), (271.982421875, 320.4986349180102), (271.98242187499994, 43.37050570698983), (320.435546875, 471.3720703125)]"
"[(521.982421875, 191.9345703125), (281.982421875, 330.4986349180102), (281.98242187499994, 53.37050570698983), (330.435546875, 481.3720703125), (340.818359375, 237.6142578125)]","[(521.982421875, 191.9345703125)]","[(521.982421875, 191.9345703125), (281.982421875, 330.4986349180102), (281.98242187499994, 53.37050570698983), (330.435546875, 481.3720703125), (340.818359375, 237.6142578125)]"
"[(526.982421875, 196.9345703125), (286.982421875, 335.4986349180102), (286.98242187499994, 58.37050570698983), (335.435546875, 486.3720703125), (325.435546875, 268.9970703125)]","[(526.982421875, 196.9345703125)]","[(526.982421875, 196.9345703125), (286.982421875, 335.4986349180102), (286.98242187499994, 58.37050570698983), (335.435546875, 486.3720703125), (325.435546875, 268.9970703125)]"
"[(386.0, 248.951171875), (145.99999999999994, 110.38710726948983), (456.25, 334.732421875), (217.296875, 198.529296875), (354.765625, 22.341796875)]",[],"[(386.0, 248.951171875), (146.0, 387.5152364805102), (145.99999999999994, 110.38710726948983), (37.9921875, 210.826171875), (456.25, 334.732421875), (217.296875, 198.529296875), (354.765625, 22.341796875)]"
"[(304.333984375, 158.56406460551017), (64.333984375, 297.1281292110204), (64.33398437499994, 20.0), (58.990234375, 105.78281460551017)]","[(304.333984375, 158.56406460551017), (64.333984375, 297.1281292110204), (64.33398437499994, 20.0)]","[(304.333984375, 158.56406460551017), (64.333984375, 297.1281292110204), (64.33398437499994, 20.0), (58.990234375, 105.78281460551017)]"
"[(448.0078125, 326.609375), (208.00781249999994, 188.04531039448983), (518.2578125, 412.390625), (279.3046875, 276.1875), (416.7734375, 100.0)]",[],"[(448.0078125, 326.609375), (208.0078125, 465.1734396055102), (208.00781249999994, 188.04531039448983), (100.0, 288.484375), (518.2578125, 412.390625), (279.3046875, 276.1875), (416.7734375, 100.0)]"
"[(448.0078125, 326.609375), (208.00781249999994, 188.04531039448983), (518.2578125, 412.390625), (279.3046875, 276.1875), (416.7734375, 100.0)]",[],"[(448.0078125, 326.609375), (208.0078125, 465.1734396055102), (208.00781249999994, 188.04531039448983), (100.0, 288.484375), (518.2578125, 412.390625), (279.3046875, 276.1875), (416.7734375, 100.0)]"
"[(448.0078125, 326.609375), (208.00781249999994, 188.04531039448983), (518.2578125, 412.390625), (279.3046875, 276.1875), (416.7734375, 100.0)]",[],"[(448.0078125, 326.609375), (208.0078125, 465.1734396055102), (208.00781249999994, 188.04531039448983), (100.0, 288.484375), (518.2578125, 412.390625), (279.3046875, 276.1875), (416.7734375, 100.0)]"
"[(260.00000000000006, 161.0), (20.000000000000057, 299.5640646055102), (20.0, 22.43593539448983), (182.98437500000006, 78.3359375)]","[(260.00000000000006, 161.0), (20.000000000000057, 299.5640646055102), (20.0, 22.43593539448983)]","[(260.00000000000006, 161.0), (20.000000000000057, 299.5640646055102), (20.0, 22.43593539448983), (182.98437500000006, 78.3359375)]"
"[(338.0, 158.56406460551017), (98.0, 297.1281292110204), (97.99999999999994, 20.0), (44.2578125, 203.68125210551017)]","[(338.0, 158.56406460551017), (98.0, 297.1281292110204), (97.99999999999994, 20.0)]","[(338.0, 158.56406460551017), (98.0, 297.1281292110204), (97.99999999999994, 20.0), (44.2578125, 203.68125210551017)]"
"[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0), (209.60937500000006, 124.11093960551017)]","[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0)]","[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0), (209.60937500000006, 124.11093960551017)]"
"[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0), (86.35937500000006, 211.20468960551017)]","[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0)]","[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0), (86.35937500000006, 211.20468960551017)]"
"[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0), (86.35937500000006, 211.20468960551017)]","[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0)]","[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0), (86.35937500000006, 211.20468960551017)]"
"[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0), (86.35937500000006, 211.20468960551017)]","[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0)]","[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0), (86.35937500000006, 211.20468960551017)]"
"[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0), (86.35937500000006, 211.20468960551017)]","[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0)]","[(260.00000000000006, 158.56406460551017), (20.000000000000057, 297.1281292110204), (20.0, 20.0), (86.35937500000006, 211.20468960551017)]"
"[(448.0078125, 326.609375), (208.00781249999994, 188.04531039448983), (518.2578125, 412.390625), (279.3046875, 276.1875), (416.7734375, 100.0)]",[],"[(448.0078125, 326.609375), (208.0078125, 465.1734396055102), (208.00781249999994, 188.04531039448983), (100.0, 288.484375), (518.2578125, 412.390625), (279.3046875, 276.1875), (416.7734375, 100.0)]"
"[(448.0078125, 326.609375), (208.00781249999994, 188.04531039448983), (518.2578125, 412.390625), (279.3046875, 276.1875), (416.7734375, 100.0)]",[],"[(448.0078125, 326.609375), (208.0078125, 465.1734396055102), (208.00781249999994, 188.04531039448983), (100.0, 288.484375), (518.2578125, 412.390625), (279.3046875, 276.1875), (416.7734375, 100.0)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(448.0078125, 338.8125), (518.2578125, 424.59375), (279.3046875, 288.390625), (223.8203125, 100.0)]",[],"[(448.0078125, 338.8125), (208.0078125, 477.3765646055102), (208.00781249999994, 200.24843539448983), (100.0, 300.6875), (518.2578125, 424.59375), (279.3046875, 288.390625), (416.7734375, 112.203125), (223.8203125, 100.0)]"
"[(448.0078125, 338.8125), (518.2578125, 424.59375), (279.3046875, 288.390625), (223.8203125, 100.0)]",[],"[(448.0078125, 338.8125), (208.0078125, 477.3765646055102), (208.00781249999994, 200.24843539448983), (100.0, 300.6875), (518.2578125, 424.59375), (279.3046875, 288.390625), (416.7734375, 112.203125), (223.8203125, 100.0)]"
"[(448.0078125, 338.8125), (518.2578125, 424.59375), (279.3046875, 288.390625), (223.8203125, 100.0)]",[],"[(448.0078125, 338.8125), (208.0078125, 477.3765646055102), (208.00781249999994, 200.24843539448983), (100.0, 300.6875), (518.2578125, 424.59375), (279.3046875, 288.390625), (416.7734375, 112.203125), (223.8203125, 100.0)]"
"[(448.0078125, 338.8125), (518.2578125, 424.59375), (279.3046875, 288.390625), (223.8203125, 100.0)]",[],"[(448.0078125, 338.8125), (208.0078125, 477.3765646055102), (208.00781249999994, 200.24843539448983), (100.0, 300.6875), (518.2578125, 424.59375), (279.3046875, 288.390625), (416.7734375, 112.203125), (223.8203125, 100.0)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
"[(386.0, 291.0), (456.25, 376.78125), (217.296875, 240.578125), (161.8125, 52.1875)]",[],"[(386.0, 291.0), (146.0, 429.5640646055102), (145.99999999999994, 152.43593539448983), (37.9921875, 252.875), (456.25, 376.78125), (217.296875, 240.578125), (354.765625, 64.390625), (161.8125, 52.1875)]"
